"uid","releaseLocation","totalLength","datetime","lat","long","active"
"150.38_32","TNC",196,2018-06-14 09:47:42,42.4940725,-121.9332597,0
"150.38_32","TNC",196,2018-06-19 09:38:17,42.4942164,-121.9316231,0
"150.38_32","TNC",196,2018-06-21 09:45:57,42.4942014,-121.9318717,0
"150.38_32","TNC",196,2018-06-26 09:53:31,42.4942947,-121.9321417,0
"150.38_32","TNC",196,2018-06-28 09:21:31,42.4941081,-121.9318883,0
"150.38_32","TNC",196,2018-07-03 09:32:20,42.4942347,-121.9316767,0
"150.38_32","TNC",196,2018-07-05 09:43:20,42.4942164,-121.9326247,0
"150.38_32","TNC",196,2018-07-10 09:21:40,42.4941517,-121.932,0
"150.38_32","TNC",196,2018-07-12 09:41:35,42.4940847,-121.9320097,0
"150.38_32","TNC",196,2018-07-17 09:42:24,42.4941081,-121.9323814,0
"150.38_32","TNC",196,2018-07-19 09:14:04,42.4940581,-121.9319117,0
"150.38_32","TNC",196,2018-07-24 09:38:38,42.4940264,-121.9319597,0
"150.38_32","TNC",196,2018-07-26 09:41:23,42.4940997,-121.93206,0
"150.38_32","TNC",196,2018-07-31 09:16:57,42.4942097,-121.9320281,0
"150.38_32","TNC",196,2018-08-02 09:30:32,42.4943081,-121.9318633,0
"150.38_32","TNC",196,2018-08-09 12:16:48,42.4942183,-121.932105,0
"150.38_32","TNC",196,2018-08-21 09:51:11,42.4941117,-121.9327583,0
"150.38_32","TNC",196,2018-08-23 09:36:31,42.4939967,-121.9314047,0
"150.38_32","TNC",196,2018-08-28 09:27:31,42.4942214,-121.9321631,0
"150.38_32","TNC",196,2018-08-30 09:11:26,42.4941233,-121.9320631,0
"150.38_32","TNC",196,2018-09-04 09:50:57,42.4941083,-121.9323767,0
"150.38_32","TNC",196,2018-09-11 09:51:57,42.4941222,-121.9319732,0
"150.38_32","TNC",196,2018-09-18 09:23:45,42.4939664,-121.9321217,0
"150.38_32","TNC",196,2018-09-27 09:47:33,42.4942264,-121.9319947,0
"150.38_32","TNC",196,2018-10-02 09:11:20,42.4942064,-121.9319881,0
"150.38_32","TNC",196,2018-10-11 10:28:45,42.4941831,-121.9319547,0
"150.38_32","TNC",196,2018-10-18 10:07:00,42.4941947,-121.9319031,0
"150.38_33","TNC",241,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_34","TNC",210,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_35","Rocky Point",193,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_35","Rocky Point",193,2018-05-01 14:37:54,42.4784333,-122.0851497,0
"150.38_36","TNC",194,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_37","Shoalwater Bay",205,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_37","Shoalwater Bay",205,2018-04-24 13:59:54,42.4037097,-121.9735781,1
"150.38_38","Shoalwater Bay",196,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_38","Shoalwater Bay",196,2018-05-01 14:35:53,42.4461683,-122.057845,1
"150.38_38","Shoalwater Bay",196,2018-05-03 15:13:09,42.4771331,-121.9752233,1
"150.38_38","Shoalwater Bay",196,2018-05-08 10:20:53,42.4834014,-122.0539467,1
"150.38_38","Shoalwater Bay",196,2018-05-15 11:29:26,42.3954483,-121.9588164,1
"150.38_38","Shoalwater Bay",196,2018-05-17 14:36:12,42.39488,-121.9549114,1
"150.38_38","Shoalwater Bay",196,2018-05-22 11:12:32,42.3939764,-121.9570064,1
"150.38_38","Shoalwater Bay",196,2018-05-29 10:03:52,42.3916867,-121.9642481,1
"150.38_39","TNC",230,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_39","TNC",230,2018-04-24 10:46:05,42.4933647,-121.9363483,1
"150.38_4","TNC",200,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_4","TNC",200,2018-04-24 11:12:46,42.4718347,-121.95647,1
"150.38_41","TNC",211,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_43","Shoalwater Bay",192,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_43","Shoalwater Bay",192,2018-04-24 12:40:52,42.4002414,-121.9567997,1
"150.38_43","Shoalwater Bay",192,2018-05-08 13:02:46,42.3919381,-121.9600697,1
"150.38_43","Shoalwater Bay",192,2018-05-17 14:13:50,42.3866117,-121.9653964,1
"150.38_43","Shoalwater Bay",192,2018-05-22 11:13:03,42.3867731,-121.96909,1
"150.38_43","Shoalwater Bay",192,2018-05-29 09:44:04,42.38841,-121.9686417,1
"150.38_43","Shoalwater Bay",192,2018-06-05 14:29:31,42.4071667,-122.0318183,1
"150.38_44","TNC",215,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_44","TNC",215,2018-04-24 10:12:42,42.4916139,-121.94132735,1
"150.38_44","TNC",215,2018-09-27 12:53:05,42.4611864,-122.0767717,1
"150.38_45","TNC",205,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_45","TNC",205,2018-05-08 12:47:44,42.4051231,-121.9566797,1
"150.38_46","TNC",244,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_46","TNC",244,2018-05-01 14:49:52,42.3313133,-121.8234547,1
"150.38_46","TNC",244,2018-05-03 10:58:28,42.3641431,-121.8250831,1
"150.38_46","TNC",244,2018-05-15 12:30:28,42.4638033,-121.9418681,1
"150.38_46","TNC",244,2018-05-22 12:05:21,42.4654931,-121.9700117,1
"150.38_46","TNC",244,2018-05-24 11:13:20,42.5823483,-121.9534064,1
"150.38_46","TNC",244,2018-06-05 15:23:33,42.4077183,-121.9746533,1
"150.38_46","TNC",244,2018-06-07 08:30:20,42.4108533,-121.9564683,1
"150.38_46","TNC",244,2018-06-12 10:28:54,42.4090433,-121.9568397,1
"150.38_46","TNC",244,2018-06-14 14:04:52,42.4102517,-121.9562367,1
"150.38_46","TNC",244,2018-06-19 10:46:31,42.41128,-121.957275,1
"150.38_46","TNC",244,2018-06-21 13:16:28,42.4101297,-121.956055,1
"150.38_46","TNC",244,2018-06-28 14:09:10,42.4125831,-121.9457017,1
"150.38_46","TNC",244,2018-07-03 14:26:48,42.3844239,-121.9302724,1
"150.38_46","TNC",244,2018-07-05 10:33:10,42.386765,-121.9082917,1
"150.38_46","TNC",244,2018-07-17 11:26:54,42.4580139,-122.07346485,1
"150.38_46","TNC",244,2018-07-24 12:18:41,42.4913381,-122.0427697,1
"150.38_46","TNC",244,2018-07-26 12:19:40,42.4904631,-122.046595,1
"150.38_46","TNC",244,2018-08-02 11:57:11,42.49095805,-122.04257985,1
"150.38_46","TNC",244,2018-08-07 14:20:52,42.49102,-122.0404597,1
"150.38_46","TNC",244,2018-08-21 12:25:09,42.462715,-122.0580633,1
"150.38_46","TNC",244,2018-08-28 11:18:13,42.4650767,-122.046225,1
"150.38_46","TNC",244,2018-08-30 12:44:05,42.4185367,-122.0001981,1
"150.38_46","TNC",244,2018-09-04 14:27:26,42.418285,-122.0034347,1
"150.38_46","TNC",244,2018-09-11 13:00:42,42.4179547,-122.0032667,1
"150.38_46","TNC",244,2018-09-18 13:29:25,42.4188447,-122.0024414,1
"150.38_46","TNC",244,2018-09-25 13:52:43,42.4189067,-122.0017433,1
"150.38_46","TNC",244,2018-09-27 14:01:24,42.4186597,-122.00285,1
"150.38_46","TNC",244,2018-10-02 13:10:12,42.4177781,-122.0043614,1
"150.38_47","TNC",235,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_47","TNC",235,2018-05-15 13:19:38,42.1928267,-121.7532497,1
"150.38_48","TNC",210,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_49","TNC",192,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_49","TNC",192,2018-04-24 10:40:30,42.4939964,-121.9291897,1
"150.38_49","TNC",192,2018-05-03 13:39:14,42.4861981,-121.9446464,1
"150.38_49","TNC",192,2018-05-17 15:21:05,42.4136983,-121.9454047,0
"150.38_49","TNC",192,2018-05-29 11:51:18,42.413275,-121.9458183,0
"150.38_49","TNC",192,2018-06-07 09:01:16,42.413185,-121.9456131,0
"150.38_49","TNC",192,2018-06-12 10:45:53,42.4142883,-121.9464847,0
"150.38_49","TNC",192,2018-06-14 14:15:42,42.4134067,-121.9454647,0
"150.38_49","TNC",192,2018-06-19 14:17:10,42.4134097,-121.945535,0
"150.38_49","TNC",192,2018-06-21 13:24:31,42.4141381,-121.9464597,0
"150.38_49","TNC",192,2018-06-26 14:28:47,42.4136847,-121.9459317,0
"150.38_49","TNC",192,2018-06-28 14:08:56,42.4133364,-121.94599,0
"150.38_49","TNC",192,2018-07-03 14:18:06,42.4132614,-121.9455464,0
"150.38_49","TNC",192,2018-07-05 13:53:46,42.4128097,-121.945645,0
"150.38_49","TNC",192,2018-07-10 14:00:17,42.413275,-121.9458567,0
"150.38_49","TNC",192,2018-07-12 13:57:24,42.4132764,-121.9451481,0
"150.38_51","TNC",215,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_52","TNC",186,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_52","TNC",186,2018-05-03 12:32:22,42.4573147,-121.9020083,1
"150.38_53","TNC",215,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_53","TNC",215,2018-06-19 10:47:03,42.405345,-121.9628464,0
"150.38_54","TNC",204,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_54","TNC",204,2018-06-19 11:47:29,42.5135031,-122.0325264,0
"150.38_55","Shoalwater Bay",184,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_55","Shoalwater Bay",184,2018-04-24 12:31:32,42.4051847,-121.9545383,1
"150.38_55","Shoalwater Bay",184,2018-05-01 11:09:19,42.4028839,-121.95460415,1
"150.38_55","Shoalwater Bay",184,2018-05-08 12:47:38,42.4051322,-121.9566682,1
"150.38_55","Shoalwater Bay",184,2018-05-15 11:21:06,42.407185,-121.9571964,1
"150.38_55","Shoalwater Bay",184,2018-05-17 14:47:04,42.4056567,-121.9545817,0
"150.38_55","Shoalwater Bay",184,2018-05-22 11:02:52,42.4074964,-121.9556217,0
"150.38_55","Shoalwater Bay",184,2018-05-29 10:52:32,42.40591,-121.9538814,0
"150.38_55","Shoalwater Bay",184,2018-06-05 15:23:45,42.4077017,-121.9746467,0
"150.38_55","Shoalwater Bay",184,2018-06-07 08:27:26,42.4061467,-121.954035,0
"150.38_55","Shoalwater Bay",184,2018-06-12 10:27:53,42.4034317,-121.9548881,0
"150.38_55","Shoalwater Bay",184,2018-06-14 14:03:33,42.4061283,-121.955425,0
"150.38_55","Shoalwater Bay",184,2018-06-19 10:46:45,42.406555,-121.9556014,0
"150.38_55","Shoalwater Bay",184,2018-06-21 13:15:12,42.4055697,-121.9542381,0
"150.38_55","Shoalwater Bay",184,2018-06-26 14:18:15,42.4050914,-121.9539014,0
"150.38_55","Shoalwater Bay",184,2018-06-28 13:59:22,42.4061064,-121.9542517,0
"150.38_55","Shoalwater Bay",184,2018-07-03 13:52:42,42.4077531,-121.9574697,0
"150.38_55","Shoalwater Bay",184,2018-07-05 10:43:24,42.4069633,-121.9554064,0
"150.38_55","Shoalwater Bay",184,2018-07-10 13:25:33,42.406165,-121.9546447,0
"150.38_55","Shoalwater Bay",184,2018-07-12 13:38:46,42.4061447,-121.95545,0
"150.38_55","Shoalwater Bay",184,2018-07-17 14:02:54,42.4066747,-121.9555997,0
"150.38_55","Shoalwater Bay",184,2018-07-24 13:48:45,42.4059881,-121.9548564,0
"150.38_55","Shoalwater Bay",184,2018-08-02 13:26:14,42.4064114,-121.9545067,0
"150.38_55","Shoalwater Bay",184,2018-08-21 13:51:30,42.4064383,-121.9547833,0
"150.38_55","Shoalwater Bay",184,2018-09-11 10:30:37,42.406335,-121.9553431,0
"150.38_55","Shoalwater Bay",184,2018-09-18 13:39:51,42.4054431,-121.9580547,0
"150.38_55","Shoalwater Bay",184,2018-09-27 10:50:17,42.407385,-121.955465,0
"150.38_55","Shoalwater Bay",184,2018-10-02 13:27:22,42.4061381,-121.9567697,0
"150.38_56","Shoalwater Bay",182,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_56","Shoalwater Bay",182,2018-04-24 12:28:39,42.4087581,-121.9560917,1
"150.38_56","Shoalwater Bay",182,2018-05-03 09:56:02,42.3155647,-121.8186767,1
"150.38_56","Shoalwater Bay",182,2018-05-22 12:31:25,42.3816747,-121.820095,1
"150.38_57","Shoalwater Bay",205,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_57","Shoalwater Bay",205,2018-05-08 13:08:23,42.3947914,-121.9638433,1
"150.38_57","Shoalwater Bay",205,2018-05-15 11:00:34,42.3608883,-121.8987664,1
"150.38_57","Shoalwater Bay",205,2018-05-17 15:34:38,42.3983517,-121.94127,1
"150.38_57","Shoalwater Bay",205,2018-05-29 12:14:50,42.38915,-121.9354397,1
"150.38_57","Shoalwater Bay",205,2018-06-07 09:18:50,42.3865192,-121.93361805,1
"150.38_57","Shoalwater Bay",205,2018-06-26 13:55:41,42.4174531,-122.002415,1
"150.38_57","Shoalwater Bay",205,2018-06-28 13:42:25,42.4017047,-122.0035133,1
"150.38_57","Shoalwater Bay",205,2018-07-05 10:46:04,42.45523,-122.023555,1
"150.38_58","TNC",204,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_59","Shoalwater Bay",180,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_59","Shoalwater Bay",180,2018-04-24 12:33:23,42.4029397,-121.9545031,1
"150.38_59","Shoalwater Bay",180,2018-05-01 10:54:28,42.3974781,-121.9537667,1
"150.38_59","Shoalwater Bay",180,2018-05-08 14:56:53,42.4138547,-122.0357747,1
"150.38_6","TNC",193,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_6","TNC",193,2018-05-24 08:41:36,42.4853467,-121.9459564,1
"150.38_60","TNC",182,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_60","TNC",182,2018-04-24 10:24:53,42.4945831,-121.9259633,0
"150.38_60","TNC",182,2018-05-03 13:55:22,42.4945647,-121.9260983,0
"150.38_60","TNC",182,2018-05-08 12:00:55,42.4945931,-121.92589,0
"150.38_60","TNC",182,2018-05-15 10:24:36,42.4944797,-121.926245,0
"150.38_60","TNC",182,2018-05-24 08:56:02,42.4944867,-121.926275,0
"150.38_60","TNC",182,2018-05-31 13:37:03,42.4946533,-121.9259833,0
"150.38_60","TNC",182,2018-06-07 14:11:50,42.49549,-121.925195,0
"150.38_60","TNC",182,2018-06-12 14:02:35,42.49476,-121.925685,0
"150.38_60","TNC",182,2018-06-14 09:49:36,42.4943483,-121.9261664,0
"150.38_60","TNC",182,2018-06-19 09:37:21,42.4947947,-121.9258031,0
"150.38_60","TNC",182,2018-06-21 09:36:47,42.4940097,-121.9289617,0
"150.38_60","TNC",182,2018-06-26 09:56:14,42.4944497,-121.92629,0
"150.38_60","TNC",182,2018-06-28 09:23:40,42.4958331,-121.9251047,0
"150.38_60","TNC",182,2018-07-03 09:31:13,42.4946681,-121.926035,0
"150.38_60","TNC",182,2018-07-05 09:47:03,42.4945581,-121.9260067,0
"150.38_60","TNC",182,2018-07-10 09:22:59,42.494245,-121.9263964,0
"150.38_60","TNC",182,2018-07-12 09:46:08,42.4946097,-121.9259283,0
"150.38_60","TNC",182,2018-07-17 09:44:28,42.4944731,-121.9261231,0
"150.38_60","TNC",182,2018-07-19 09:15:12,42.4943914,-121.9261833,0
"150.38_60","TNC",182,2018-07-24 09:43:32,42.4944414,-121.9260917,0
"150.38_60","TNC",182,2018-07-26 09:42:46,42.4940764,-121.9270114,0
"150.38_60","TNC",182,2018-07-31 09:18:55,42.4947897,-121.9257181,0
"150.38_60","TNC",182,2018-08-02 09:34:45,42.4945897,-121.9259117,0
"150.38_60","TNC",182,2018-08-09 12:08:45,42.49401,-121.9272564,0
"150.38_60","TNC",182,2018-08-21 09:40:10,42.4944583,-121.925995,0
"150.38_60","TNC",182,2018-08-23 09:38:25,42.495045,-121.9253517,0
"150.38_60","TNC",182,2018-08-30 09:12:43,42.4948167,-121.9255333,0
"150.38_60","TNC",182,2018-09-04 09:51:59,42.494575,-121.9258817,0
"150.38_60","TNC",182,2018-10-02 09:15:40,42.4945414,-121.9259283,0
"150.38_61","Shoalwater Bay",196,2018-04-22 17:00:00,42.392267,-121.957114,1
"150.38_61","Shoalwater Bay",196,2018-04-24 12:10:13,42.4303131,-121.9654583,1
"150.38_61","Shoalwater Bay",196,2018-05-01 10:56:43,42.3986989,-121.954734,1
"150.38_62","TNC",211,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_62","TNC",211,2018-04-24 11:27:20,42.4616631,-121.9411514,1
"150.38_62","TNC",211,2018-04-26 12:52:11,42.4617264,-121.953055,1
"150.38_62","TNC",211,2018-05-01 15:16:48,42.46386,-121.9631114,1
"150.38_62","TNC",211,2018-05-03 14:53:28,42.4637447,-121.9625433,1
"150.38_62","TNC",211,2018-05-08 11:23:22,42.4623681,-121.9637867,1
"150.38_62","TNC",211,2018-05-15 12:20:23,42.4618533,-121.9510017,1
"150.38_63","TNC",221,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_63","TNC",221,2018-04-24 10:04:56,42.4849631,-121.9464881,1
"150.38_63","TNC",221,2018-08-23 12:06:40,42.4569417,-122.0745617,1
"150.38_64","TNC",201,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_65","TNC",215,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_65","TNC",215,2018-04-24 09:59:44,42.4825281,-121.9534533,1
"150.38_65","TNC",215,2018-05-15 11:38:30,42.4177333,-122.0385983,1
"150.38_65","TNC",215,2018-05-29 08:11:17,42.4179133,-122.0395547,1
"150.38_65","TNC",215,2018-06-05 11:46:45,42.49273335,-122.0433442,1
"150.38_65","TNC",215,2018-06-07 10:39:50,42.4956414,-122.0432333,1
"150.38_65","TNC",215,2018-06-12 08:52:35,42.4934967,-122.0427133,1
"150.38_7","TNC",215,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_70","TNC",191,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_70","TNC",191,2018-04-24 10:14:43,42.4927914,-121.938965,0
"150.38_70","TNC",191,2018-05-03 14:21:28,42.4930247,-121.9384497,0
"150.38_70","TNC",191,2018-05-08 11:53:25,42.4925614,-121.9386483,0
"150.38_70","TNC",191,2018-05-15 11:10:25,42.4928581,-121.9385107,0
"150.38_70","TNC",191,2018-05-24 08:49:09,42.4927033,-121.9390614,0
"150.38_70","TNC",191,2018-05-31 13:42:35,42.492965,-121.9384783,0
"150.38_70","TNC",191,2018-06-07 14:13:29,42.49296,-121.9382497,0
"150.38_70","TNC",191,2018-08-23 11:54:15,42.45696,-122.0745564,0
"150.38_71","TNC",240,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_71","TNC",240,2018-04-24 10:19:08,42.4940314,-121.9341933,1
"150.38_71","TNC",240,2018-05-08 07:49:18,42.4501431,-122.066345,1
"150.38_71","TNC",240,2018-05-22 12:36:28,42.4689764,-121.9242047,1
"150.38_71","TNC",240,2018-05-24 07:59:50,42.46469,-121.9243314,1
"150.38_71","TNC",240,2018-06-07 11:30:37,42.4642231,-121.9301067,1
"150.38_71","TNC",240,2018-07-17 11:45:09,42.4013031,-121.90368,0
"150.38_72","TNC",217,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_72","TNC",217,2018-04-26 12:08:41,42.4775483,-121.9576767,1
"150.38_72","TNC",217,2018-05-01 15:20:52,42.4726683,-121.9642197,1
"150.38_72","TNC",217,2018-05-03 14:40:14,42.4776064,-121.9557747,1
"150.38_73","Rocky Point",194,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_74","Rocky Point",182,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_74","Rocky Point",182,2018-04-24 07:59:27,42.4516347,-122.0672481,1
"150.38_74","Rocky Point",182,2018-04-26 15:30:19,42.4513131,-122.0680364,1
"150.38_74","Rocky Point",182,2018-05-08 07:48:28,42.4493564,-122.0654,1
"150.38_74","Rocky Point",182,2018-05-15 11:42:00,42.4468583,-122.060225,1
"150.38_74","Rocky Point",182,2018-05-17 12:21:44,42.4471633,-122.0606381,1
"150.38_74","Rocky Point",182,2018-05-22 14:38:40,42.4111147,-121.8371383,1
"150.38_74","Rocky Point",182,2018-05-29 14:36:55,42.31329,-121.8853347,1
"150.38_74","Rocky Point",182,2018-06-12 11:36:20,42.30597,-121.8826797,1
"150.38_74","Rocky Point",182,2018-06-14 15:00:43,42.305305,-121.8822681,1
"150.38_74","Rocky Point",182,2018-06-19 15:13:14,42.3057464,-121.8821217,1
"150.38_74","Rocky Point",182,2018-06-21 14:07:38,42.3061447,-121.8828497,1
"150.38_74","Rocky Point",182,2018-06-26 15:11:52,42.3057547,-121.8827314,1
"150.38_74","Rocky Point",182,2018-06-28 14:54:51,42.3163581,-121.8870467,1
"150.38_74","Rocky Point",182,2018-07-03 15:08:28,42.31502555,-121.8858265,1
"150.38_74","Rocky Point",182,2018-07-26 14:54:20,42.3173381,-121.8883967,1
"150.38_74","Rocky Point",182,2018-07-31 14:42:11,42.3171631,-121.8885383,1
"150.38_74","Rocky Point",182,2018-08-02 15:01:17,42.3174097,-121.8884064,1
"150.38_74","Rocky Point",182,2018-08-21 14:49:50,42.3170133,-121.8874581,0
"150.38_74","Rocky Point",182,2018-08-23 14:42:21,42.31721,-121.8878731,0
"150.38_74","Rocky Point",182,2018-08-28 10:27:55,42.3176383,-121.8882564,0
"150.38_74","Rocky Point",182,2018-08-30 14:43:05,42.3170125,-121.8874865,0
"150.38_74","Rocky Point",182,2018-09-04 15:24:18,42.3176817,-121.8885731,0
"150.38_74","Rocky Point",182,2018-09-11 14:41:18,42.3171881,-121.8881981,0
"150.38_74","Rocky Point",182,2018-09-18 14:45:21,42.3162164,-121.88573,0
"150.38_74","Rocky Point",182,2018-10-02 14:42:17,42.3172697,-121.8879083,0
"150.38_75","Rocky Point",198,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_75","Rocky Point",198,2018-06-07 09:51:28,42.352725,-121.9009364,1
"150.38_76","Rocky Point",187,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_77","TNC",191,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_77","TNC",191,2018-05-08 07:36:27,42.4393714,-122.054565,1
"150.38_77","TNC",191,2018-05-15 11:41:39,42.4408033,-122.0511467,1
"150.38_77","TNC",191,2018-05-17 10:20:28,42.4925617,-122.0183533,1
"150.38_77","TNC",191,2018-05-22 12:32:12,42.3044147,-121.8184097,1
"150.38_77","TNC",191,2018-05-31 08:57:13,42.3050417,-121.8184933,1
"150.38_77","TNC",191,2018-06-07 12:46:27,42.305045,-121.8184114,1
"150.38_77","TNC",191,2018-06-12 12:15:27,42.3041667,-121.8184114,1
"150.38_77","TNC",191,2018-06-14 07:54:13,42.3056675,-121.81844805,1
"150.38_77","TNC",191,2018-06-19 07:59:32,42.3052464,-121.8183514,1
"150.38_77","TNC",191,2018-06-26 14:48:54,42.3523081,-121.9000297,1
"150.38_77","TNC",191,2018-06-28 14:26:51,42.3521264,-121.900285,1
"150.38_77","TNC",191,2018-07-03 14:09:30,42.4270531,-121.9365783,1
"150.38_77","TNC",191,2018-07-10 13:57:10,42.4168417,-121.9475547,1
"150.38_77","TNC",191,2018-07-17 09:18:07,42.4632497,-121.9058017,1
"150.38_77","TNC",191,2018-07-19 08:53:47,42.4629831,-121.9193667,1
"150.38_77","TNC",191,2018-08-28 12:14:19,42.4820417,-121.9763767,0
"150.38_77","TNC",191,2018-09-11 11:41:40,42.4833,-121.9768883,0
"150.38_78","Rocky Point",210,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_78","Rocky Point",210,2018-04-24 08:29:13,42.4759981,-122.085675,1
"150.38_78","Rocky Point",210,2018-04-26 08:00:52,42.4868164,-122.028915,1
"150.38_79","TNC",191,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_8","TNC",194,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_80","Rocky Point",186,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_80","Rocky Point",186,2018-04-24 07:47:37,42.4395747,-122.05442,1
"150.38_80","Rocky Point",186,2018-04-26 11:52:02,42.4872217,-121.9978083,1
"150.38_80","Rocky Point",186,2018-05-01 15:08:04,42.3175264,-121.888645,1
"150.38_80","Rocky Point",186,2018-05-10 12:28:46,42.2554247,-121.8161383,1
"150.38_80","Rocky Point",186,2018-05-22 10:17:38,42.3438681,-121.9238467,1
"150.38_80","Rocky Point",186,2018-05-29 13:18:07,42.3437383,-121.9282764,1
"150.38_80","Rocky Point",186,2018-06-07 10:36:03,42.4395331,-122.0509431,1
"150.38_80","Rocky Point",186,2018-06-12 09:51:51,42.4009583,-122.0244964,1
"150.38_80","Rocky Point",186,2018-06-14 13:30:17,42.4197983,-122.0366264,1
"150.38_81","Rocky Point",182,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_81","Rocky Point",182,2018-04-24 08:01:57,42.4536914,-122.0703847,1
"150.38_81","Rocky Point",182,2018-04-26 15:27:25,42.4547514,-122.0726767,1
"150.38_81","Rocky Point",182,2018-05-01 14:20:44,42.3095647,-121.9399967,1
"150.38_81","Rocky Point",182,2018-05-08 13:12:39,42.3894781,-121.9631217,1
"150.38_81","Rocky Point",182,2018-05-15 11:38:33,42.4194383,-122.0386064,1
"150.38_81","Rocky Point",182,2018-05-17 12:47:59,42.4199933,-122.0399014,1
"150.38_81","Rocky Point",182,2018-05-22 11:22:46,42.4176981,-122.0378464,1
"150.38_81","Rocky Point",182,2018-05-29 08:25:09,42.4049933,-122.02969,1
"150.38_81","Rocky Point",182,2018-06-05 14:33:05,42.4049633,-122.0283364,1
"150.38_81","Rocky Point",182,2018-06-12 09:54:40,42.3987467,-122.0066375,1
"150.38_81","Rocky Point",182,2018-06-14 13:28:00,42.421455,-122.03664,1
"150.38_82","TNC",191,2018-04-18 17:00:00,42.493938,-121.93662,1
"150.38_84","Rocky Point",206,2018-04-19 17:00:00,42.47781,-122.087166,1
"150.38_84","Rocky Point",206,2018-04-24 14:54:25,42.3968831,-122.011135,1
"150.38_84","Rocky Point",206,2018-05-01 09:21:16,42.4013547,-121.9735664,1
"150.38_84","Rocky Point",206,2018-05-17 11:22:58,42.470715,-122.0811781,1
"150.38_84","Rocky Point",206,2018-05-24 14:36:34,42.47107,-122.0837147,1
"150.38_84","Rocky Point",206,2018-06-05 12:40:27,42.47961585,-122.08488155,1
"150.38_84","Rocky Point",206,2018-06-12 09:05:48,42.468985,-122.0799917,1
"150.38_84","Rocky Point",206,2018-06-14 12:44:28,42.4687083,-122.081085,1
"150.38_84","Rocky Point",206,2018-06-19 11:09:36,42.46793,-122.0827747,0
"150.38_84","Rocky Point",206,2018-06-21 11:56:26,42.4679364,-122.0794317,0
"150.38_84","Rocky Point",206,2018-06-26 13:05:16,42.4691381,-122.0815817,0
"150.38_84","Rocky Point",206,2018-06-28 13:21:00,42.4684481,-122.0820433,0
"150.38_84","Rocky Point",206,2018-07-03 12:05:38,42.4680481,-122.0815181,0
"150.38_84","Rocky Point",206,2018-07-05 11:06:04,42.467895,-122.0834299,0
"150.38_84","Rocky Point",206,2018-07-10 12:20:00,42.4687267,-122.0817083,0
"150.38_84","Rocky Point",206,2018-07-12 13:03:38,42.4677731,-122.08237,0
"150.38_84","Rocky Point",206,2018-07-17 11:27:27,42.4685147,-122.0820247,0
"150.38_84","Rocky Point",206,2018-07-19 12:49:41,42.4674703,-122.081919266667,0
"150.38_84","Rocky Point",206,2018-07-24 13:10:19,42.4667614,-122.0816,0
"150.38_84","Rocky Point",206,2018-07-26 12:41:08,42.4675372,-122.08249,0
