uid,datetime,lat,lon,cohort,length,active,season
150.38_84,2018-07-10T12:20:00Z,42.4687267,-122.0817083,Rocky Point,206,0,Summer
151.5_78,2018-07-10T12:29:00Z,42.4776867,-122.086465,Rocky Point,186,0,Summer
151.5_22,2018-07-10T12:29:09Z,42.4775483,-122.0865464,Rocky Point,190,0,Summer
151.5_56,2018-07-10T12:32:08Z,42.4735825,-122.08606655,Shoalwater Bay,214,1,Summer
150.38_91,2018-07-10T12:41:10Z,42.4487167,-122.0630414,Rocky Point,181,0,Summer
150.38_97,2018-07-10T12:52:05Z,42.4174117,-122.0379097,Rocky Point,195,0,Summer
150.38_93,2018-07-10T12:53:23Z,42.4124267,-122.0370764,Rocky Point,192,0,Summer
151.5_48,2018-07-10T13:14:46Z,42.3935667,-121.963575,Shoalwater Bay,215,0,Summer
150.38_55,2018-07-10T13:25:33Z,42.406165,-121.9546447,Shoalwater Bay,184,0,Summer
151.5_62,2018-07-10T13:25:53Z,42.4063217,-121.9547167,Shoalwater Bay,176,0,Summer
150.38_77,2018-07-10T13:57:10Z,42.4168417,-121.9475547,TNC,191,1,Summer
150.38_49,2018-07-10T14:00:17Z,42.413275,-121.9458567,TNC,192,0,Summer
151.5_29,2018-07-12T07:49:19Z,42.3003064,-121.8316481,Shoalwater Bay,187,0,Summer
151.5_19,2018-07-12T08:27:24Z,42.3478997,-121.8301033,Shoalwater Bay,187,1,Summer
151.5_39,2018-07-12T08:30:30Z,42.3528081,-121.82717,Shoalwater Bay,215,0,Summer
150.38_21,2018-07-12T09:34:24Z,42.4868281,-121.9440133,TNC,189,0,Summer
150.38_3,2018-07-12T09:38:14Z,42.4913147,-121.9413333,TNC,209,0,Summer
150.38_32,2018-07-12T09:41:35Z,42.4940847,-121.9320097,TNC,196,0,Summer
150.38_60,2018-07-12T09:46:08Z,42.4946097,-121.9259283,TNC,182,0,Summer
151.5_74,2018-07-12T10:09:26Z,42.4718147,-121.9567081,TNC,185,0,Summer
151.5_55,2018-07-12T10:21:38Z,42.4743581,-121.9759531,Shoalwater Bay,196,1,Summer
151.5_2,2018-07-12T10:27:10Z,42.4900481,-122.0051617,Shoalwater Bay,195,1,Summer
150.38_22,2018-07-12T10:40:10Z,42.5107947,-121.9565964,Shoalwater Bay,195,1,Summer
151.5_72,2018-07-12T11:42:42Z,42.5434197,-122.0517633,TNC,238,0,Summer
151.5_66,2018-07-12T12:05:55Z,42.4892264,-122.0070681,Rocky Point,210,0,Summer
150.38_98,2018-07-12T12:08:06Z,42.4928481,-122.0246983,Shoalwater Bay,210,1,Summer
151.5_21,2018-07-12T12:11:22Z,42.4913781,-122.0269583,Shoalwater Bay,224,0,Summer
151.5_81,2018-07-12T12:21:43Z,42.4620047,-122.0583897,Rocky Point,194,1,Summer
151.5_56,2018-07-12T12:25:33Z,42.4558839,-122.06976665,Shoalwater Bay,214,1,Summer
151.5_91,2018-07-12T12:26:03Z,42.4567414,-122.0715614,Rocky Point,220,1,Summer
151.5_22,2018-07-12T12:38:17Z,42.4772531,-122.086075,Rocky Point,190,0,Summer
151.5_78,2018-07-12T12:38:31Z,42.4775464,-122.0858347,Rocky Point,186,0,Summer
151.5_92,2018-07-12T12:51:44Z,42.4785891666667,-122.084848066667,Rocky Point,199,0,Summer
150.38_84,2018-07-12T13:03:38Z,42.4677731,-122.08237,Rocky Point,206,0,Summer
150.38_91,2018-07-12T13:07:01Z,42.4492114,-122.0635681,Rocky Point,181,0,Summer
150.38_97,2018-07-12T13:13:44Z,42.4171264,-122.0379631,Rocky Point,195,0,Summer
150.38_93,2018-07-12T13:15:08Z,42.4122872,-122.03603835,Rocky Point,192,0,Summer
150.38_55,2018-07-12T13:38:46Z,42.4061447,-121.95545,Shoalwater Bay,184,0,Summer
151.5_62,2018-07-12T13:38:51Z,42.4063031,-121.9555147,Shoalwater Bay,176,0,Summer
150.38_49,2018-07-12T13:57:24Z,42.4132764,-121.9451481,TNC,192,0,Summer
151.5_19,2018-07-17T08:40:30Z,42.3473447,-121.8292867,Shoalwater Bay,187,0,Summer
151.5_39,2018-07-17T08:41:35Z,42.3524414,-121.827225,Shoalwater Bay,215,0,Summer
150.38_77,2018-07-17T09:18:07Z,42.4632497,-121.9058017,TNC,191,1,Summer
150.38_32,2018-07-17T09:42:24Z,42.4941081,-121.9323814,TNC,196,0,Summer
150.38_60,2018-07-17T09:44:28Z,42.4944731,-121.9261231,TNC,182,0,Summer
150.38_3,2018-07-17T09:56:16Z,42.4908314,-121.9421683,TNC,209,0,Summer
151.5_95,2018-07-17T10:00:26Z,42.2398933,-121.80342,TNC,241,1,Summer
151.5_6,2018-07-17T10:02:10Z,42.4729797,-121.95646,Rocky Point,199,1,Summer
151.5_29,2018-07-17T10:27:09Z,42.2986517,-121.83211,Shoalwater Bay,187,0,Summer
151.5_62,2018-07-17T11:02:00Z,42.409355,-121.95841,Shoalwater Bay,176,0,Summer
151.5_32,2018-07-17T11:10:16Z,42.4196617,-121.9851833,Rocky Point,198,0,Summer
151.5_51,2018-07-17T11:11:35Z,42.3976883,-121.960115,Shoalwater Bay,199,0,Summer
151.5_48,2018-07-17T11:11:41Z,42.3954217,-121.9601983,Shoalwater Bay,215,0,Summer
150.38_93,2018-07-17T11:21:54Z,42.4123431,-122.0354683,Rocky Point,192,0,Summer
150.38_97,2018-07-17T11:22:28Z,42.4192331,-122.0330033,Rocky Point,195,0,Summer
151.5_87,2018-07-17T11:23:53Z,42.4050717,-122.0126,Shoalwater Bay,207,0,Summer
150.38_91,2018-07-17T11:26:32Z,42.4509081,-122.0646714,Rocky Point,181,0,Summer
150.38_46,2018-07-17T11:26:54Z,42.4580139,-122.07346485,TNC,244,1,Summer
150.38_84,2018-07-17T11:27:27Z,42.4685147,-122.0820247,Rocky Point,206,0,Summer
151.5_68,2018-07-17T11:28:54Z,42.4904933,-122.0643881,Rocky Point,194,0,Summer
151.5_70,2018-07-17T11:29:41Z,42.4931417,-122.0421567,TNC,243,1,Summer
150.38_71,2018-07-17T11:45:09Z,42.4013031,-121.90368,TNC,240,0,Summer
151.5_66,2018-07-17T11:51:19Z,42.489395,-122.0085614,Rocky Point,210,0,Summer
150.38_99,2018-07-17T12:11:42Z,42.4662047,-121.9544631,Rocky Point,181,0,Summer
151.5_55,2018-07-17T12:27:47Z,42.50888,-121.9891664,Shoalwater Bay,196,1,Summer
150.38_21,2018-07-17T12:42:45Z,42.4836397,-121.9466833,TNC,189,0,Summer
150.38_22,2018-07-17T12:47:37Z,42.5083764,-121.9607417,Shoalwater Bay,195,1,Summer
151.5_22,2018-07-17T12:48:56Z,42.4776247,-122.08701,Rocky Point,190,0,Summer
151.5_72,2018-07-17T13:01:08Z,42.4780081,-122.0854667,TNC,238,0,Summer
151.5_78,2018-07-17T13:01:35Z,42.47828975,-122.08507905,Rocky Point,186,0,Summer
151.5_10,2018-07-17T13:09:06Z,42.5045083,-121.9075897,Rocky Point,181,0,Summer
151.5_92,2018-07-17T13:18:40Z,42.47860555,-122.08484905,Rocky Point,199,0,Summer
151.5_56,2018-07-17T13:25:44Z,42.4585081,-122.0743333,Shoalwater Bay,214,1,Summer
150.38_55,2018-07-17T14:02:54Z,42.4066747,-121.9555997,Shoalwater Bay,184,0,Summer
151.5_1,2018-07-19T07:32:18Z,42.2383214,-121.814555,Rocky Point,177,1,Summer
151.5_19,2018-07-19T08:18:34Z,42.3474281,-121.8298964,Shoalwater Bay,187,0,Summer
151.5_39,2018-07-19T08:19:26Z,42.3522897,-121.8274683,Shoalwater Bay,215,0,Summer
150.38_77,2018-07-19T08:53:47Z,42.4629831,-121.9193667,TNC,191,1,Summer
150.38_21,2018-07-19T09:10:15Z,42.4863714,-121.94452,TNC,189,0,Summer
150.38_32,2018-07-19T09:14:04Z,42.4940581,-121.9319117,TNC,196,0,Summer
150.38_60,2018-07-19T09:15:12Z,42.4943914,-121.9261833,TNC,182,0,Summer
150.38_3,2018-07-19T09:24:02Z,42.4909747,-121.9419047,TNC,209,0,Summer
150.38_99,2018-07-19T09:52:46Z,42.4639731,-121.9568831,Rocky Point,181,0,Summer
150.38_22,2018-07-19T10:19:20Z,42.5215714,-121.9381817,Shoalwater Bay,195,1,Summer
151.5_72,2018-07-19T11:05:04Z,42.5363197,-122.0519267,TNC,238,0,Summer
151.5_66,2018-07-19T11:36:04Z,42.4893831,-122.0064117,Rocky Point,210,0,Summer
151.5_2,2018-07-19T11:47:17Z,42.4909581,-122.0451033,Shoalwater Bay,195,1,Summer
151.5_6,2018-07-19T12:07:21Z,42.4580264,-122.0692814,Rocky Point,199,1,Summer
151.5_56,2018-07-19T12:12:51Z,42.4583764,-122.0746064,Shoalwater Bay,214,1,Summer
151.5_22,2018-07-19T12:23:27Z,42.4770714,-122.0863767,Rocky Point,190,0,Summer
151.5_92,2018-07-19T12:39:15Z,42.4784514,-122.0848933,Rocky Point,199,0,Summer
151.5_78,2018-07-19T12:40:02Z,42.4777964,-122.0853964,Rocky Point,186,0,Summer
150.38_84,2018-07-19T12:49:41Z,42.4674703,-122.081919266667,Rocky Point,206,0,Summer
150.38_91,2018-07-19T13:01:34Z,42.4498314,-122.0630781,Rocky Point,181,0,Summer
151.5_29,2018-07-24T07:53:04Z,42.3008814,-121.8318047,Shoalwater Bay,187,0,Summer
151.5_19,2018-07-24T08:27:55Z,42.3473181,-121.8303117,Shoalwater Bay,187,0,Summer
151.5_39,2018-07-24T08:30:00Z,42.3529247,-121.8276717,Shoalwater Bay,215,0,Summer
150.38_21,2018-07-24T09:32:29Z,42.4868264,-121.9439931,TNC,189,0,Summer
150.38_3,2018-07-24T09:34:14Z,42.4909931,-121.9418583,TNC,209,0,Summer
150.38_32,2018-07-24T09:38:38Z,42.4940264,-121.9319597,TNC,196,0,Summer
150.38_60,2018-07-24T09:43:32Z,42.4944414,-121.9260917,TNC,182,0,Summer
151.5_66,2018-07-24T12:11:27Z,42.4895914,-122.0067267,Rocky Point,210,0,Summer
150.38_46,2018-07-24T12:18:41Z,42.4913381,-122.0427697,TNC,244,1,Summer
151.5_56,2018-07-24T12:30:02Z,42.4557239,-122.06946055,Shoalwater Bay,214,1,Summer
151.5_22,2018-07-24T12:47:24Z,42.4775097,-122.0870017,Rocky Point,190,0,Summer
151.5_78,2018-07-24T12:56:02Z,42.4783531,-122.0851547,Rocky Point,186,0,Summer
150.38_84,2018-07-24T13:10:19Z,42.4667614,-122.0816,Rocky Point,206,0,Summer
151.5_6,2018-07-24T13:12:34Z,42.4568564,-122.071935,Rocky Point,199,1,Summer
150.38_97,2018-07-24T13:22:23Z,42.4172881,-122.0367764,Rocky Point,195,0,Summer
150.38_93,2018-07-24T13:23:42Z,42.4119764,-122.0359117,Rocky Point,192,0,Summer
150.38_55,2018-07-24T13:48:45Z,42.4059881,-121.9548564,Shoalwater Bay,184,0,Summer
151.5_62,2018-07-24T13:49:05Z,42.4066097,-121.9549067,Shoalwater Bay,176,0,Summer
151.5_29,2018-07-26T07:51:59Z,42.2998881,-121.8313365,Shoalwater Bay,187,0,Summer
151.5_19,2018-07-26T08:34:29Z,42.3476831,-121.8297397,Shoalwater Bay,187,0,Summer
151.5_39,2018-07-26T08:35:47Z,42.3531431,-121.8275047,Shoalwater Bay,215,0,Summer
150.38_21,2018-07-26T09:33:31Z,42.4869797,-121.9438467,TNC,189,0,Summer
150.38_3,2018-07-26T09:35:54Z,42.4908797,-121.9418133,TNC,209,0,Summer
150.38_32,2018-07-26T09:41:23Z,42.4940997,-121.93206,TNC,196,0,Summer
150.38_60,2018-07-26T09:42:46Z,42.4940764,-121.9270114,TNC,182,0,Summer
150.38_99,2018-07-26T10:25:41Z,42.4630764,-121.9563583,Rocky Point,181,0,Summer
151.5_2,2018-07-26T10:52:26Z,42.5182664,-121.9685914,Shoalwater Bay,195,1,Summer
151.5_66,2018-07-26T12:13:47Z,42.4895814,-122.0080531,Rocky Point,210,0,Summer
150.38_46,2018-07-26T12:19:40Z,42.4904631,-122.046595,TNC,244,1,Summer
151.5_6,2018-07-26T12:34:54Z,42.4568147,-122.0711447,Rocky Point,199,1,Summer
151.5_56,2018-07-26T12:39:33Z,42.4672581,-122.08236805,Shoalwater Bay,214,1,Summer
150.38_84,2018-07-26T12:41:08Z,42.4675372,-122.08249,Rocky Point,206,0,Summer
151.5_22,2018-07-26T12:50:26Z,42.4773997,-122.08663,Rocky Point,190,0,Summer
151.5_78,2018-07-26T12:51:32Z,42.4781064,-122.0858817,Rocky Point,186,0,Summer
151.5_92,2018-07-26T12:54:37Z,42.4785014,-122.0849483,Rocky Point,199,0,Summer
150.38_97,2018-07-26T13:20:36Z,42.4170189,-122.03765655,Rocky Point,195,0,Summer
150.38_93,2018-07-26T13:23:53Z,42.4120364,-122.035185,Rocky Point,192,0,Summer
150.38_74,2018-07-26T14:54:20Z,42.3173381,-121.8883967,Rocky Point,182,1,Summer
151.5_19,2018-07-31T08:27:31Z,42.3472831,-121.8302267,Shoalwater Bay,187,0,Summer
151.5_39,2018-07-31T08:29:46Z,42.3536647,-121.8273733,Shoalwater Bay,215,0,Summer
150.38_21,2018-07-31T09:12:45Z,42.4867081,-121.9442667,TNC,189,0,Summer
150.38_3,2018-07-31T09:14:46Z,42.4910347,-121.9420883,TNC,209,0,Summer
150.38_32,2018-07-31T09:16:57Z,42.4942097,-121.9320281,TNC,196,0,Summer
150.38_60,2018-07-31T09:18:55Z,42.4947897,-121.9257181,TNC,182,0,Summer
151.5_66,2018-07-31T12:07:21Z,42.4894847,-122.0070064,Rocky Point,210,0,Summer
151.5_6,2018-07-31T12:14:51Z,42.4853514,-122.0518733,Rocky Point,199,1,Summer
151.5_56,2018-07-31T12:23:14Z,42.4584714,-122.0743167,Shoalwater Bay,214,1,Summer
151.5_22,2018-07-31T12:38:22Z,42.4774581,-122.0862281,Rocky Point,190,0,Summer
151.5_78,2018-07-31T12:39:12Z,42.4776964,-122.0856047,Rocky Point,186,0,Summer
151.5_92,2018-07-31T12:43:04Z,42.4784714,-122.0848997,Rocky Point,199,0,Summer
150.38_84,2018-07-31T12:52:16Z,42.4673947,-122.0824797,Rocky Point,206,0,Summer
151.5_2,2018-07-31T12:59:28Z,42.4372181,-122.0509583,Shoalwater Bay,195,1,Summer
151.5_62,2018-07-31T13:47:31Z,42.4063564,-121.95562905,Shoalwater Bay,176,0,Summer
150.38_74,2018-07-31T14:42:11Z,42.3171631,-121.8885383,Rocky Point,182,1,Summer
151.5_29,2018-08-02T07:58:25Z,42.3010631,-121.8316167,Shoalwater Bay,187,0,Summer
151.5_19,2018-08-02T08:39:41Z,42.3482064,-121.8303324,Shoalwater Bay,187,0,Summer
151.5_39,2018-08-02T08:41:38Z,42.3526464,-121.82883,Shoalwater Bay,215,0,Summer
150.38_21,2018-08-02T09:27:41Z,42.4864181,-121.9445897,TNC,189,0,Summer
150.38_3,2018-08-02T09:28:52Z,42.4910831,-121.9418281,TNC,209,0,Summer
150.38_32,2018-08-02T09:30:32Z,42.4943081,-121.9318633,TNC,196,0,Summer
150.38_60,2018-08-02T09:34:45Z,42.4945897,-121.9259117,TNC,182,0,Summer
151.5_72,2018-08-02T11:13:47Z,42.5319347,-122.0518017,TNC,238,0,Summer
151.5_66,2018-08-02T11:50:50Z,42.4892564,-122.0075933,Rocky Point,210,0,Summer
150.38_46,2018-08-02T11:57:11Z,42.49095805,-122.04257985,TNC,244,1,Summer
151.5_56,2018-08-02T11:57:51Z,42.4908547,-122.0426,Shoalwater Bay,214,1,Summer
151.5_6,2018-08-02T12:01:36Z,42.4862731,-122.05332,Rocky Point,199,1,Summer
151.5_2,2018-08-02T12:10:44Z,42.4559531,-122.0700814,Shoalwater Bay,195,1,Summer
151.5_22,2018-08-02T12:20:24Z,42.4776247,-122.08702,Rocky Point,190,0,Summer
151.5_73,2018-08-02T12:28:06Z,42.4783197,-122.0848614,Rocky Point,201,0,Summer
151.5_92,2018-08-02T12:30:59Z,42.4783297,-122.0849033,Rocky Point,199,0,Summer
151.5_78,2018-08-02T12:31:41Z,42.4784147,-122.0849614,Rocky Point,186,0,Summer
150.38_84,2018-08-02T12:40:48Z,42.4671731,-122.0818947,Rocky Point,206,0,Summer
150.38_93,2018-08-02T13:00:20Z,42.41203305,-122.0355714,Rocky Point,192,0,Summer
151.5_62,2018-08-02T13:26:12Z,42.4064064,-121.9544981,Shoalwater Bay,176,0,Summer
150.38_55,2018-08-02T13:26:14Z,42.4064114,-121.9545067,Shoalwater Bay,184,0,Summer
150.38_74,2018-08-02T15:01:17Z,42.3174097,-121.8884064,Rocky Point,182,1,Summer
151.5_22,2018-08-07T12:59:57Z,42.477695,-122.0868864,Rocky Point,190,0,Summer
151.5_78,2018-08-07T13:02:49Z,42.47796,-122.0859067,Rocky Point,186,0,Summer
150.38_84,2018-08-07T13:56:26Z,42.468845,-122.0840764,Rocky Point,206,0,Summer
150.38_46,2018-08-07T14:20:52Z,42.49102,-122.0404597,TNC,244,1,Summer
151.5_66,2018-08-07T14:28:00Z,42.4898217,-122.0075497,Rocky Point,210,0,Summer
151.5_87,2018-08-07T14:48:42Z,42.405105,-122.0147764,Shoalwater Bay,207,0,Summer
151.5_56,2018-08-09T09:01:13Z,42.490735,-122.0472881,Shoalwater Bay,214,1,Summer
151.5_22,2018-08-09T09:43:10Z,42.4773233,-122.0864514,Rocky Point,190,0,Summer
151.5_78,2018-08-09T09:44:14Z,42.47836,-122.0861217,Rocky Point,186,0,Summer
150.38_84,2018-08-09T10:12:38Z,42.4676483,-122.0824314,Rocky Point,206,0,Summer
151.5_62,2018-08-09T10:57:21Z,42.4062417,-121.9557197,Shoalwater Bay,176,0,Summer
150.38_21,2018-08-09T11:59:53Z,42.4870083,-121.9436931,TNC,189,0,Summer
150.38_3,2018-08-09T12:04:16Z,42.4909383,-121.9418631,TNC,209,0,Summer
150.38_60,2018-08-09T12:08:45Z,42.49401,-121.9272564,TNC,182,0,Summer
150.38_32,2018-08-09T12:16:48Z,42.4942183,-121.932105,TNC,196,0,Summer
151.5_29,2018-08-21T08:09:49Z,42.298955,-121.8311314,Shoalwater Bay,187,0,Summer
151.5_19,2018-08-21T08:24:09Z,42.3481467,-121.8313033,Shoalwater Bay,187,0,Summer
151.5_39,2018-08-21T08:25:58Z,42.3519167,-121.8295097,Shoalwater Bay,215,0,Summer
150.38_21,2018-08-21T09:26:41Z,42.4865783,-121.9442264,TNC,189,0,Summer
150.38_3,2018-08-21T09:34:26Z,42.4907283,-121.9419481,TNC,209,0,Summer
150.38_60,2018-08-21T09:40:10Z,42.4944583,-121.925995,TNC,182,0,Summer
150.38_32,2018-08-21T09:51:11Z,42.4941117,-121.9327583,TNC,196,0,Summer
151.5_72,2018-08-21T11:31:20Z,42.5311433,-122.0518114,TNC,238,0,Summer
151.5_66,2018-08-21T12:11:36Z,42.489545,-122.006135,Rocky Point,210,0,Summer
150.38_46,2018-08-21T12:25:09Z,42.462715,-122.0580633,TNC,244,1,Summer
151.5_22,2018-08-21T12:55:37Z,42.4773767,-122.0864367,Rocky Point,190,0,Summer
151.5_78,2018-08-21T12:58:58Z,42.4781025,-122.08542985,Rocky Point,186,0,Summer
151.5_92,2018-08-21T13:02:28Z,42.4784267,-122.0849297,Rocky Point,199,0,Summer
150.38_84,2018-08-21T13:08:21Z,42.4682533,-122.0828133,Rocky Point,206,0,Summer
150.38_93,2018-08-21T13:28:47Z,42.41191,-122.0338817,Rocky Point,192,0,Summer
151.5_87,2018-08-21T13:37:09Z,42.4050883,-122.0128847,Shoalwater Bay,207,0,Summer
151.5_62,2018-08-21T13:51:26Z,42.406305,-121.9547617,Shoalwater Bay,176,0,Summer
150.38_55,2018-08-21T13:51:30Z,42.4064383,-121.9547833,Shoalwater Bay,184,0,Summer
150.38_74,2018-08-21T14:49:50Z,42.3170133,-121.8874581,Rocky Point,182,0,Summer
151.5_19,2018-08-23T08:11:28Z,42.34927,-121.83069,Shoalwater Bay,187,0,Summer
151.5_39,2018-08-23T08:12:44Z,42.3535267,-121.8290517,Shoalwater Bay,215,0,Summer
150.38_21,2018-08-23T09:32:01Z,42.48695,-121.9439282,TNC,189,0,Summer
150.38_32,2018-08-23T09:36:31Z,42.4939967,-121.9314047,TNC,196,0,Summer
150.38_60,2018-08-23T09:38:25Z,42.495045,-121.9253517,TNC,182,0,Summer
150.38_3,2018-08-23T09:49:32Z,42.4909883,-121.9420417,TNC,209,0,Summer
151.5_2,2018-08-23T10:20:48Z,42.5115867,-121.9569247,Shoalwater Bay,195,1,Summer
151.5_66,2018-08-23T11:34:45Z,42.4888983,-122.0071047,Rocky Point,210,0,Summer
150.38_70,2018-08-23T11:54:15Z,42.45696,-122.0745564,TNC,191,0,Summer
150.38_63,2018-08-23T12:06:40Z,42.4569417,-122.0745617,TNC,221,1,Summer
151.5_22,2018-08-23T12:25:58Z,42.477415,-122.08579,Rocky Point,190,0,Summer
151.5_78,2018-08-23T12:27:48Z,42.4783583,-122.08516,Rocky Point,186,0,Summer
151.5_92,2018-08-23T12:43:54Z,42.4785533,-122.0848981,Rocky Point,199,0,Summer
150.38_84,2018-08-23T12:52:29Z,42.467575,-122.0821514,Rocky Point,206,0,Summer
150.38_93,2018-08-23T13:11:48Z,42.4129767,-122.0348814,Rocky Point,192,0,Summer
151.5_62,2018-08-23T13:30:57Z,42.4067042,-121.9554556,Shoalwater Bay,176,0,Summer
150.38_74,2018-08-23T14:42:21Z,42.31721,-121.8878731,Rocky Point,182,0,Summer
151.5_29,2018-08-28T08:14:16Z,42.2992081,-121.8309917,Shoalwater Bay,187,0,Summer
150.38_3,2018-08-28T09:25:00Z,42.4909764,-121.942015,TNC,209,0,Summer
150.38_32,2018-08-28T09:27:31Z,42.4942214,-121.9321631,TNC,196,0,Summer
150.38_74,2018-08-28T10:27:55Z,42.3176383,-121.8882564,Rocky Point,182,0,Summer
151.5_62,2018-08-28T11:12:50Z,42.4085681,-121.9566647,Shoalwater Bay,176,0,Summer
150.38_46,2018-08-28T11:18:13Z,42.4650767,-122.046225,TNC,244,1,Summer
151.5_32,2018-08-28T11:20:46Z,42.4194897,-121.98517,Rocky Point,198,0,Summer
151.5_48,2018-08-28T11:21:57Z,42.3958364,-121.9608347,Shoalwater Bay,215,0,Summer
151.5_87,2018-08-28T11:31:58Z,42.4065997,-122.01557,Shoalwater Bay,207,0,Summer
150.38_84,2018-08-28T11:35:43Z,42.4667117,-122.0835397,Rocky Point,206,0,Summer
151.5_22,2018-08-28T11:36:07Z,42.4760147,-122.08533,Rocky Point,190,0,Summer
150.38_1,2018-08-28T11:36:51Z,42.4899431,-122.0258833,TNC,205,1,Summer
151.5_68,2018-08-28T11:37:09Z,42.4849814,-122.0653531,Rocky Point,194,0,Summer
151.5_56,2018-08-28T11:37:53Z,42.4937731,-122.0447131,Shoalwater Bay,214,0,Summer
151.5_66,2018-08-28T11:57:35Z,42.4898914,-122.0084247,Rocky Point,210,0,Summer
151.5_78,2018-08-28T12:02:23Z,42.4779431,-122.0853731,Rocky Point,186,0,Summer
150.38_77,2018-08-28T12:14:19Z,42.4820417,-121.9763767,TNC,191,0,Summer
151.5_92,2018-08-28T12:27:21Z,42.4787681,-122.0847997,Rocky Point,199,0,Summer
150.38_21,2018-08-28T12:42:24Z,42.4833183,-121.9459533,TNC,189,0,Summer
151.5_10,2018-08-28T13:07:05Z,42.5031347,-121.9075031,Rocky Point,181,0,Summer
151.5_39,2018-08-28T13:13:36Z,42.3517164,-121.829765,Shoalwater Bay,215,0,Summer
151.5_19,2018-08-28T13:13:45Z,42.3468781,-121.8303483,Shoalwater Bay,187,0,Summer
150.38_97,2018-08-28T13:21:15Z,42.4190597,-122.0382633,Rocky Point,195,0,Summer
151.5_29,2018-08-30T08:01:41Z,42.3000333,-121.831805,Shoalwater Bay,187,0,Summer
151.5_19,2018-08-30T08:12:28Z,42.348075,-121.8311417,Shoalwater Bay,187,0,Summer
151.5_39,2018-08-30T08:14:25Z,42.3531783,-121.8290947,Shoalwater Bay,215,0,Summer
150.38_21,2018-08-30T09:06:31Z,42.4867033,-121.9441214,TNC,189,0,Summer
150.38_32,2018-08-30T09:11:26Z,42.4941233,-121.9320631,TNC,196,0,Summer
150.38_60,2018-08-30T09:12:43Z,42.4948167,-121.9255333,TNC,182,0,Summer
150.38_3,2018-08-30T09:40:26Z,42.491055,-121.941905,TNC,209,0,Summer
151.5_72,2018-08-30T11:05:08Z,42.5311733,-122.0516067,TNC,238,0,Summer
151.5_66,2018-08-30T11:41:19Z,42.4887133,-122.0062331,Rocky Point,210,0,Summer
151.5_22,2018-08-30T12:10:04Z,42.4773033,-122.0858167,Rocky Point,190,0,Summer
151.5_78,2018-08-30T12:10:32Z,42.477905,-122.0854517,Rocky Point,186,0,Summer
151.5_92,2018-08-30T12:12:47Z,42.4786183,-122.0849264,Rocky Point,199,0,Summer
150.38_84,2018-08-30T12:15:58Z,42.4676933,-122.08204,Rocky Point,206,0,Summer
150.38_46,2018-08-30T12:44:05Z,42.4185367,-122.0001981,TNC,244,1,Summer
150.38_74,2018-08-30T14:43:05Z,42.3170125,-121.8874865,Rocky Point,182,0,Summer
151.5_19,2018-09-04T08:45:24Z,42.3477283,-121.8315567,Shoalwater Bay,187,0,Summer
151.5_39,2018-09-04T08:46:50Z,42.353115,-121.8298764,Shoalwater Bay,215,0,Summer
150.38_99,2018-09-04T09:35:42Z,42.4644,-121.9568433,Rocky Point,181,0,Summer
150.38_21,2018-09-04T09:47:16Z,42.4869883,-121.9437117,TNC,189,0,Summer
150.38_3,2018-09-04T09:48:54Z,42.4909533,-121.9418483,TNC,209,0,Summer
150.38_32,2018-09-04T09:50:57Z,42.4941083,-121.9323767,TNC,196,0,Summer
150.38_60,2018-09-04T09:51:59Z,42.494575,-121.9258817,TNC,182,0,Summer
151.5_66,2018-09-04T13:34:50Z,42.489315,-122.0067231,Rocky Point,210,0,Summer
151.5_22,2018-09-04T13:59:26Z,42.4770133,-122.0866783,Rocky Point,190,0,Summer
151.5_78,2018-09-04T14:01:38Z,42.4784183,-122.0850533,Rocky Point,186,0,Summer
151.5_92,2018-09-04T14:02:16Z,42.47855,-122.08499055,Rocky Point,199,0,Summer
150.38_84,2018-09-04T14:07:49Z,42.468515,-122.0819931,Rocky Point,206,0,Summer
150.38_93,2018-09-04T14:20:55Z,42.4118883,-122.0341917,Rocky Point,192,0,Summer
151.5_87,2018-09-04T14:24:20Z,42.4059567,-122.01393,Shoalwater Bay,207,0,Summer
150.38_46,2018-09-04T14:27:26Z,42.418285,-122.0034347,TNC,244,1,Summer
150.38_74,2018-09-04T15:24:18Z,42.3176817,-121.8885731,Rocky Point,182,0,Summer
150.38_32,2018-09-11T09:51:57Z,42.4941222,-121.9319732,TNC,196,0,Summer
150.38_99,2018-09-11T10:18:23Z,42.46463225,-121.95718805,Rocky Point,181,0,Summer
150.38_55,2018-09-11T10:30:37Z,42.406335,-121.9553431,Shoalwater Bay,184,0,Summer
151.5_62,2018-09-11T10:30:38Z,42.4061714,-121.9552564,Shoalwater Bay,176,0,Summer
151.5_32,2018-09-11T10:39:45Z,42.4201581,-121.9864847,Rocky Point,198,0,Summer
151.5_48,2018-09-11T10:41:16Z,42.3946364,-121.9574681,Shoalwater Bay,215,0,Summer
151.5_87,2018-09-11T10:53:03Z,42.4047647,-122.0148697,Shoalwater Bay,207,0,Summer
151.5_6,2018-09-11T10:55:37Z,42.4405897,-122.0505967,Rocky Point,199,0,Summer
150.38_84,2018-09-11T10:57:11Z,42.4669383,-122.0809347,Rocky Point,206,0,Summer
151.5_22,2018-09-11T10:57:43Z,42.4772564,-122.0858131,Rocky Point,190,0,Summer
151.5_68,2018-09-11T10:58:45Z,42.4901164,-122.0662031,Rocky Point,194,0,Summer
